Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.10 [0.95-1.29],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Phe,1.09 [0.94-1.26],1.000,,Phenylalanine
M-HDL-PL%,1.07 [0.91-1.26],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
Gly,1.05 [0.91-1.22],1.000,,Glycine
M-HDL-CE%,1.03 [0.87-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.96 [0.82-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-BCAA,0.91 [0.77-1.07],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Val,0.85 [0.72-1.00],1.000,,Valine
ApoB/ApoA1,0.84 [0.72-0.99],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,0.83 [0.71-0.97],1.000,,Apolipoprotein B
