Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.26 [1.15-1.39],0.356,,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.25 [1.13-1.39],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-TG%,1.25 [1.14-1.37],0.850,,Triglycerides to Total-Lipids in Large LDL percentage
Omega-6/Omega-3,1.02 [0.93-1.13],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Val,1.01 [0.92-1.12],1.000,,Valine
IDL-C%,0.81 [0.74-0.89],0.787,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,0.80 [0.73-0.88],0.366,,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.80 [0.73-0.88],0.360,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-C,0.74 [0.66-0.84],0.610,,Cholesterol in Very Large HDL
XL-HDL-CE,0.74 [0.65-0.84],0.520,,Cholesteryl Esters in Very Large HDL
