Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.23 [1.13-1.35],0.553,,Glycoprotein Acetyls
M-LDL-TG%,1.16 [1.07-1.27],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,1.11 [1.02-1.21],1.000,,Saturated Fatty Acids
Omega-6,1.02 [0.93-1.11],1.000,,Omega-6 Fatty Acids
PUFA,1.01 [0.93-1.11],1.000,,Polyunsaturated Fatty Acids
VLDL-CE,0.99 [0.91-1.08],1.000,,Cholesteryl Esters in VLDL
Total-CE,0.98 [0.90-1.06],1.000,,Total-Esterified Cholesterol
LDL-CE,0.97 [0.89-1.06],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.88 [0.81-0.96],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.88 [0.80-0.96],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
