Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
VLDL-C,1.15 [1.04-1.26],1.000,,VLDL Cholesterol
M-LDL-TG%,1.12 [1.02-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Remnant-C,1.11 [1.00-1.23],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-CE,1.10 [1.00-1.22],1.000,,Cholesteryl Esters in LDL
Total-C,1.07 [0.97-1.19],1.000,,Total-Cholesterol
ApoA1,0.99 [0.90-1.09],1.000,,Apolipoprotein A1
Tyr,0.96 [0.87-1.06],1.000,,Tyrosine
Phe,0.96 [0.87-1.05],1.000,,Phenylalanine
M-LDL-FC%,0.83 [0.75-0.92],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.79 [0.71-0.87],0.837,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
