Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.34 [1.23-1.46],2.159e-06,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.32 [1.22-1.44],1.504e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.30 [1.19-1.42],0.001,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-TG%,1.30 [1.19-1.41],1.274e-04,***,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-TG%,1.28 [1.17-1.40],0.025,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,1.28 [1.17-1.40],0.035,*,Triglycerides to Total-Lipids in Small VLDL percentage
M-VLDL-CE%,0.80 [0.75-0.86],3.466e-04,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-LDL-C%,0.80 [0.73-0.86],0.010,*,Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-C%,0.80 [0.74-0.86],8.157e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-C%,0.79 [0.73-0.86],0.008,**,Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-C,0.79 [0.72-0.86],0.025,*,Cholesterol in Medium LDL
ApoB,0.79 [0.72-0.86],0.022,*,Apolipoprotein B
M-VLDL-C%,0.79 [0.73-0.85],5.024e-04,***,Cholesterol to Total-Lipids in Medium VLDL percentage
S-LDL-FC,0.79 [0.72-0.86],0.017,*,Free Cholesterol in Small LDL
S-LDL-C,0.79 [0.72-0.86],0.024,*,Cholesterol in Small LDL
LDL-CE,0.79 [0.72-0.86],0.007,**,Cholesteryl Esters in LDL
M-VLDL-FC%,0.78 [0.72-0.85],7.723e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
XS-VLDL-CE,0.78 [0.71-0.86],0.028,*,Cholesteryl Esters in Very Small VLDL
LDL-L,0.78 [0.72-0.85],0.002,**,Total-Lipids in LDL
L-LDL-CE,0.78 [0.72-0.85],0.006,**,Cholesteryl Esters in Large LDL
M-VLDL-PL%,0.78 [0.72-0.85],2.884e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
LA%,0.78 [0.71-0.85],0.001,**,Linoleic Acid to Total-Fatty Acids percentage
L-LDL-FC%,0.78 [0.72-0.84],1.293e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
Omega-6,0.78 [0.71-0.85],0.004,**,Omega-6 Fatty Acids
LDL-C,0.78 [0.71-0.84],0.001,**,LDL Cholesterol
L-LDL-L,0.77 [0.71-0.84],0.001,**,Total-Lipids in Large LDL
XS-VLDL-C%,0.77 [0.71-0.84],8.972e-05,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
LDL-PL,0.77 [0.71-0.84],0.001,**,Phospholipids in LDL
XS-VLDL-CE%,0.77 [0.71-0.84],6.142e-05,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-VLDL-C,0.77 [0.71-0.84],0.003,**,Cholesterol in Medium VLDL
S-VLDL-PL%,0.77 [0.71-0.84],7.494e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-C,0.77 [0.71-0.84],7.271e-04,***,Cholesterol in Large LDL
Remnant-C,0.77 [0.71-0.84],4.891e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC,0.77 [0.70-0.84],0.002,**,Free Cholesterol in Medium LDL
S-VLDL-FC%,0.77 [0.71-0.84],1.425e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Non-HDL-C,0.77 [0.71-0.84],2.322e-04,***,Total-Cholesterol Minus HDL-C
IDL-CE%,0.77 [0.71-0.83],9.633e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
IDL-PL,0.77 [0.70-0.84],0.002,**,Phospholipids in IDL
LA,0.76 [0.70-0.83],2.718e-04,***,Linoleic Acid
Total-FC,0.76 [0.70-0.83],2.480e-04,***,Total-Free Cholesterol
IDL-C%,0.76 [0.71-0.82],6.891e-07,***,Cholesterol to Total-Lipids in IDL percentage
Clinical LDL-C,0.76 [0.70-0.82],1.678e-05,***,Clinical LDL Cholesterol
L-LDL-PL,0.76 [0.69-0.83],1.297e-04,***,Phospholipids in Large LDL
M-VLDL-CE,0.76 [0.69-0.83],2.594e-04,***,Cholesteryl Esters in Medium VLDL
LDL-FC,0.75 [0.69-0.82],6.674e-05,***,Free Cholesterol in LDL
Total-C,0.75 [0.69-0.82],2.268e-05,***,Total-Cholesterol
IDL-P,0.75 [0.69-0.83],2.350e-04,***,Concentration of IDL Particles
Total-CE,0.75 [0.69-0.82],1.818e-05,***,Total-Esterified Cholesterol
IDL-L,0.75 [0.69-0.82],2.402e-05,***,Total-Lipids in IDL
S-LDL-C%,0.75 [0.69-0.81],7.816e-08,***,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-FC,0.75 [0.68-0.82],2.400e-05,***,Free Cholesterol in Large LDL
IDL-FC,0.74 [0.68-0.81],1.516e-05,***,Free Cholesterol in IDL
IDL-C,0.74 [0.67-0.80],1.411e-06,***,Cholesterol in IDL
IDL-CE,0.74 [0.67-0.80],1.732e-06,***,Cholesteryl Esters in IDL
