Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.69 [1.42-2.02],0.001,**,Phospholipids to Total-Lipids in IDL percentage
Omega-6/Omega-3,1.64 [1.39-1.95],0.002,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-FC,1.57 [1.33-1.85],0.024,*,Free Cholesterol in Very Large HDL
XL-VLDL-FC%,1.53 [1.29-1.82],0.203,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Tyr,1.53 [1.31-1.78],0.010,**,Tyrosine
L-LDL-CE%,0.66 [0.56-0.77],0.034,*,Cholesteryl Esters to Total-Lipids in Large LDL percentage
IDL-CE%,0.65 [0.56-0.76],0.003,**,Cholesteryl Esters to Total-Lipids in IDL percentage
L-VLDL-TG%,0.64 [0.55-0.74],5.501e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-CE%,0.61 [0.52-0.71],4.024e-05,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-HDL-PL,0.60 [0.50-0.72],0.010,**,Phospholipids in Small HDL
Omega-3%,0.59 [0.49-0.70],0.002,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-HDL-L,0.57 [0.48-0.68],1.176e-04,***,Total-Lipids in Small HDL
S-HDL-P,0.51 [0.42-0.61],1.428e-07,***,Concentration of Small HDL Particles
S-HDL-C,0.50 [0.42-0.60],7.159e-09,***,Cholesterol in Small HDL
S-HDL-CE,0.47 [0.39-0.56],2.900e-11,***,Cholesteryl Esters in Small HDL
