Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,2.02 [1.69-2.42],3.311e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.86 [1.56-2.21],1.278e-06,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.83 [1.54-2.17],1.661e-06,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,1.81 [1.49-2.19],3.381e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-PL%,1.80 [1.46-2.23],0.008,**,Phospholipids to Total-Lipids in Medium LDL percentage
S-LDL-PL%,1.78 [1.50-2.12],1.037e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-TG%,1.76 [1.43-2.16],0.018,*,Triglycerides to Total-Lipids in Medium VLDL percentage
M-LDL-TG%,1.73 [1.46-2.04],5.696e-05,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-PL%,1.65 [1.37-1.97],0.013,*,Phospholipids to Total-Lipids in IDL percentage
L-LDL-FC%,0.66 [0.56-0.77],0.033,*,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC%,0.65 [0.55-0.75],0.004,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
LA%,0.63 [0.54-0.75],0.031,*,Linoleic Acid to Total-Fatty Acids percentage
M-VLDL-PL%,0.63 [0.55-0.74],3.697e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,0.61 [0.52-0.72],8.429e-04,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Total-FA,0.60 [0.50-0.72],0.010,*,Total-Fatty Acids
S-VLDL-PL%,0.60 [0.50-0.72],0.005,**,Phospholipids to Total-Lipids in Small VLDL percentage
IDL-C%,0.59 [0.51-0.68],6.058e-08,***,Cholesterol to Total-Lipids in IDL percentage
S-HDL-FC,0.59 [0.48-0.71],0.023,*,Free Cholesterol in Small HDL
M-LDL-CE%,0.59 [0.49-0.69],1.457e-04,***,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.59 [0.50-0.68],1.412e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-HDL-FC%,0.58 [0.49-0.68],4.480e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,0.58 [0.50-0.67],1.702e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE%,0.57 [0.50-0.66],2.041e-08,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-C%,0.57 [0.49-0.66],1.157e-08,***,Cholesterol to Total-Lipids in Large LDL percentage
S-LDL-PL,0.57 [0.47-0.70],0.010,**,Phospholipids in Small LDL
M-LDL-C%,0.57 [0.50-0.65],2.973e-11,***,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-L,0.57 [0.46-0.69],0.005,**,Total-Lipids in Medium VLDL
ApoA1,0.56 [0.45-0.69],0.024,*,Apolipoprotein A1
VLDL-FC,0.56 [0.45-0.69],0.009,**,Free Cholesterol in VLDL
S-VLDL-CE,0.55 [0.44-0.68],0.017,*,Cholesteryl Esters in Small VLDL
S-LDL-C%,0.55 [0.48-0.63],1.043e-11,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-PL,0.55 [0.44-0.68],0.008,**,Phospholipids in Small VLDL
S-LDL-FC,0.55 [0.45-0.67],7.161e-04,***,Free Cholesterol in Small LDL
S-LDL-CE%,0.54 [0.46-0.63],3.177e-09,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XS-VLDL-L,0.54 [0.43-0.66],0.002,**,Total-Lipids in Very Small VLDL
HDL-C,0.54 [0.42-0.68],0.042,*,HDL Cholesterol
HDL-P,0.54 [0.43-0.67],0.004,**,Concentration of HDL Particles
S-VLDL-C,0.53 [0.43-0.66],0.002,**,Cholesterol in Small VLDL
VLDL-C,0.52 [0.43-0.64],4.580e-05,***,VLDL Cholesterol
S-LDL-L,0.52 [0.43-0.64],5.408e-05,***,Total-Lipids in Small LDL
M-LDL-PL,0.52 [0.42-0.64],6.301e-05,***,Phospholipids in Medium LDL
M-LDL-L,0.52 [0.43-0.63],2.775e-06,***,Total-Lipids in Medium LDL
PUFA,0.51 [0.43-0.62],3.019e-07,***,Polyunsaturated Fatty Acids
LDL-L,0.51 [0.43-0.61],1.702e-08,***,Total-Lipids in LDL
XS-VLDL-P,0.51 [0.41-0.64],0.001,**,Concentration of Very Small VLDL Particles
M-VLDL-PL,0.51 [0.41-0.63],1.504e-04,***,Phospholipids in Medium VLDL
XS-VLDL-FC,0.51 [0.41-0.64],8.034e-04,***,Free Cholesterol in Very Small VLDL
M-VLDL-P,0.51 [0.41-0.63],5.477e-04,***,Concentration of Medium VLDL Particles
Clinical LDL-C,0.51 [0.43-0.60],8.410e-10,***,Clinical LDL Cholesterol
Total-L,0.50 [0.43-0.60],7.269e-10,***,Total-Lipids in Lipoprotein Particles
S-VLDL-FC,0.50 [0.40-0.62],1.423e-04,***,Free Cholesterol in Small VLDL
LDL-C,0.50 [0.42-0.60],4.758e-09,***,LDL Cholesterol
ApoB,0.50 [0.41-0.61],9.435e-07,***,Apolipoprotein B
M-LDL-C,0.50 [0.41-0.61],5.892e-07,***,Cholesterol in Medium LDL
M-LDL-CE,0.50 [0.41-0.61],1.824e-06,***,Cholesteryl Esters in Medium LDL
Phosphoglyc,0.50 [0.41-0.60],3.283e-08,***,Phosphoglycerides
LDL-CE,0.50 [0.41-0.60],1.367e-08,***,Cholesteryl Esters in LDL
Non-HDL-C,0.50 [0.42-0.59],3.981e-10,***,Total-Cholesterol Minus HDL-C
Total-P,0.50 [0.40-0.61],2.065e-05,***,Total-Concentration of Lipoprotein Particles
L-LDL-P,0.50 [0.40-0.62],9.475e-05,***,Concentration of Large LDL Particles
S-LDL-C,0.49 [0.40-0.61],3.766e-06,***,Cholesterol in Small LDL
LDL-PL,0.49 [0.41-0.60],2.182e-07,***,Phospholipids in LDL
VLDL-CE,0.49 [0.40-0.61],4.571e-06,***,Cholesteryl Esters in VLDL
S-LDL-P,0.49 [0.40-0.61],3.692e-05,***,Concentration of Small LDL Particles
L-LDL-L,0.49 [0.41-0.59],3.856e-09,***,Total-Lipids in Large LDL
SM,0.49 [0.40-0.60],6.590e-07,***,Sphingomyelins
M-LDL-FC,0.49 [0.40-0.60],1.961e-06,***,Free Cholesterol in Medium LDL
Omega-6,0.49 [0.41-0.59],4.377e-09,***,Omega-6 Fatty Acids
HDL-FC,0.49 [0.38-0.63],0.005,**,Free Cholesterol in HDL
S-LDL-CE,0.48 [0.39-0.60],2.736e-06,***,Cholesteryl Esters in Small LDL
M-VLDL-FC,0.48 [0.39-0.60],1.792e-05,***,Free Cholesterol in Medium VLDL
L-LDL-CE,0.48 [0.40-0.58],1.032e-08,***,Cholesteryl Esters in Large LDL
L-LDL-C,0.48 [0.40-0.58],2.410e-09,***,Cholesterol in Large LDL
LDL-P,0.48 [0.39-0.60],1.147e-05,***,Concentration of LDL Particles
Total-PL,0.48 [0.40-0.58],3.899e-10,***,Total-Phospholipids in Lipoprotein Particles
Remnant-C,0.48 [0.40-0.58],1.055e-09,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LA,0.48 [0.40-0.57],1.346e-10,***,Linoleic Acid
Cholines,0.47 [0.39-0.57],5.002e-10,***,Total-Cholines
LDL-FC,0.47 [0.39-0.58],2.693e-08,***,Free Cholesterol in LDL
Total-C,0.47 [0.40-0.56],1.162e-12,***,Total-Cholesterol
Total-CE,0.47 [0.39-0.55],1.280e-12,***,Total-Esterified Cholesterol
PC,0.47 [0.38-0.56],4.424e-10,***,Phosphatidylcholines
M-LDL-P,0.46 [0.37-0.58],2.367e-06,***,Concentration of Medium LDL Particles
L-LDL-PL,0.46 [0.38-0.56],7.744e-09,***,Phospholipids in Large LDL
IDL-L,0.46 [0.38-0.56],2.101e-10,***,Total-Lipids in IDL
M-VLDL-C,0.46 [0.37-0.57],2.991e-07,***,Cholesterol in Medium VLDL
XS-VLDL-C,0.46 [0.37-0.57],6.409e-07,***,Cholesterol in Very Small VLDL
