Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.10 [1.00-1.20],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.08 [0.99-1.17],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
ApoA1,1.02 [0.93-1.12],1.000,,Apolipoprotein A1
Tyr,1.01 [0.93-1.10],1.000,,Tyrosine
VLDL-C,1.01 [0.93-1.09],1.000,,VLDL Cholesterol
HDL-CE,0.99 [0.90-1.09],1.000,,Cholesteryl Esters in HDL
Remnant-C,0.98 [0.90-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,0.97 [0.89-1.06],1.000,,Total-Cholesterol
LDL-CE,0.97 [0.90-1.06],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.92 [0.84-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
