Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,1.25 [1.12-1.41],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,1.21 [1.08-1.35],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-TG%,1.11 [0.99-1.23],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA%,1.05 [0.94-1.17],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Val,1.01 [0.90-1.13],1.000,,Valine
LDL-C,0.92 [0.83-1.03],1.000,,LDL Cholesterol
Non-HDL-C,0.92 [0.82-1.02],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.92 [0.82-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.90 [0.81-1.00],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
HDL-C,0.85 [0.74-0.96],1.000,,HDL Cholesterol
