Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.13 [0.98-1.30],1.000,,Glycine
M-VLDL-C%,1.08 [0.89-1.32],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Ala,1.07 [0.91-1.26],1.000,,Alanine
Gln,1.00 [0.85-1.18],1.000,,Glutamine
Phe,1.00 [0.85-1.17],1.000,,Phenylalanine
Total-FA,1.00 [0.84-1.19],1.000,,Total-Fatty Acids
Unsaturation,1.00 [0.83-1.20],1.000,,Degree of Unsaturation
M-LDL-FC%,0.99 [0.83-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Creatinine,0.96 [0.78-1.19],1.000,,Creatinine
HDL-FC,0.84 [0.70-1.00],1.000,,Free Cholesterol in HDL
