Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,1.08 [1.05-1.11],0.154,,Phospholipids to Total-Lipids in IDL percentage
IDL-TG%,1.07 [1.03-1.10],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-PL%,1.02 [0.99-1.06],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.01 [0.97-1.04],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,1.00 [0.97-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-C,0.92 [0.90-0.95],0.288,,Cholesterol in IDL
Total-CE,0.92 [0.89-0.95],0.233,,Total-Esterified Cholesterol
IDL-CE,0.92 [0.89-0.95],0.117,,Cholesteryl Esters in IDL
LA,0.92 [0.89-0.95],0.087,,Linoleic Acid
IDL-CE%,0.92 [0.89-0.95],0.007,**,Cholesteryl Esters to Total-Lipids in IDL percentage
