Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
XS-VLDL-PL%,1.37 [1.23-1.53],0.003,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.36 [1.22-1.51],0.003,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.34 [1.21-1.49],0.004,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.33 [1.20-1.49],0.026,*,Triglycerides to Total-Lipids in IDL percentage
IDL-PL%,1.33 [1.20-1.48],0.040,*,Phospholipids to Total-Lipids in IDL percentage
M-LDL-C%,0.77 [0.70-0.85],0.015,*,Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,0.75 [0.68-0.84],0.024,*,Clinical LDL Cholesterol
XL-HDL-CE%,0.75 [0.68-0.83],0.005,**,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.74 [0.67-0.82],0.002,**,Cholesterol to Total-Lipids in Large LDL percentage
LDL-FC,0.74 [0.66-0.83],0.030,*,Free Cholesterol in LDL
IDL-C%,0.74 [0.67-0.81],7.656e-05,***,Cholesterol to Total-Lipids in IDL percentage
M-LDL-FC,0.73 [0.66-0.82],0.015,*,Free Cholesterol in Medium LDL
IDL-CE%,0.73 [0.66-0.80],2.782e-05,***,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-P,0.72 [0.64-0.80],0.001,**,Concentration of Small HDL Particles
S-HDL-C,0.71 [0.64-0.80],3.733e-04,***,Cholesterol in Small HDL
S-LDL-C%,0.71 [0.64-0.78],1.985e-07,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-CE,0.70 [0.63-0.78],6.057e-05,***,Cholesteryl Esters in Small HDL
