Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE%,1.09 [0.90-1.31],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.08 [0.91-1.29],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-C%,1.06 [0.88-1.28],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,1.03 [0.85-1.24],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.01 [0.85-1.20],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
HDL-C,0.98 [0.81-1.20],1.000,,HDL Cholesterol
M-VLDL-C%,0.90 [0.76-1.07],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
LDL-C,0.87 [0.74-1.04],1.000,,LDL Cholesterol
Non-HDL-C,0.85 [0.72-1.00],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.83 [0.70-0.98],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
