Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.14 [1.04-1.25],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,1.08 [0.98-1.18],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA,1.04 [0.95-1.15],1.000,,Monounsaturated Fatty Acids
Omega-3,1.01 [0.92-1.11],1.000,,Omega-3 Fatty Acids
DHA,1.01 [0.92-1.11],1.000,,Docosahexaenoic Acid
LDL-C,0.97 [0.89-1.07],1.000,,LDL Cholesterol
Total-C,0.97 [0.88-1.06],1.000,,Total-Cholesterol
Non-HDL-C,0.96 [0.88-1.06],1.000,,Total-Cholesterol Minus HDL-C
Remnant-C,0.96 [0.87-1.05],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-FC%,0.93 [0.85-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
