Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.27 [1.04-1.55],1.000,,Glycine
M-LDL-PL%,1.26 [1.03-1.55],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
ApoB/ApoA1,1.15 [0.95-1.39],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Phe,1.08 [0.89-1.30],1.000,,Phenylalanine
ApoB,1.02 [0.84-1.24],1.000,,Apolipoprotein B
M-LDL-FC%,0.98 [0.80-1.20],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-FA,0.94 [0.78-1.15],1.000,,Total-Fatty Acids
PUFA,0.93 [0.76-1.14],1.000,,Polyunsaturated Fatty Acids
SFA,0.92 [0.76-1.13],1.000,,Saturated Fatty Acids
Omega-6,0.92 [0.76-1.12],1.000,,Omega-6 Fatty Acids
