Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6%,1.06 [0.92-1.21],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
PUFA%,1.05 [0.92-1.20],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.04 [0.91-1.19],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
DHA,1.00 [0.88-1.14],1.000,,Docosahexaenoic Acid
Omega-3%,1.00 [0.88-1.14],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
ApoA1,0.98 [0.86-1.12],1.000,,Apolipoprotein A1
M-LDL-PL%,0.97 [0.86-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Val,0.96 [0.84-1.09],1.000,,Valine
SFA%,0.96 [0.84-1.09],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,0.95 [0.83-1.09],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
