Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-TG%,1.19 [0.91-1.54],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-CE%,1.16 [0.90-1.50],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-C%,1.16 [0.88-1.53],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,1.12 [0.83-1.50],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
M-HDL-PL%,1.09 [0.82-1.43],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.98 [0.74-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3,0.88 [0.67-1.15],1.000,,Omega-3 Fatty Acids
DHA,0.83 [0.63-1.10],1.000,,Docosahexaenoic Acid
PUFA%,0.83 [0.63-1.09],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.79 [0.60-1.05],1.000,,Degree of Unsaturation
