Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.57 [1.48-1.67],6.725e-41,***,Glycoprotein Acetyls
XS-VLDL-PL%,1.48 [1.39-1.57],4.614e-29,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Phe,1.48 [1.40-1.56],1.323e-38,***,Phenylalanine
L-LDL-TG%,1.41 [1.33-1.50],3.453e-23,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-PL%,1.38 [1.29-1.46],1.680e-18,***,Phospholipids to Total-Lipids in IDL percentage
M-LDL-TG%,1.37 [1.29-1.45],3.718e-20,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.35 [1.27-1.44],2.563e-16,***,Triglycerides to Total-Lipids in IDL percentage
MUFA%,1.27 [1.19-1.36],1.238e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,1.23 [1.16-1.31],7.723e-06,***,Triglycerides to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.20 [1.13-1.29],0.006,**,Phospholipids to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,1.20 [1.13-1.28],0.005,**,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-PL%,1.19 [1.12-1.27],0.029,*,Phospholipids to Total-Lipids in Small HDL percentage
S-VLDL-FC,0.83 [0.78-0.89],0.004,**,Free Cholesterol in Small VLDL
S-HDL-CE%,0.83 [0.78-0.88],3.356e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
Phosphoglyc,0.83 [0.78-0.89],0.006,**,Phosphoglycerides
LA,0.83 [0.78-0.88],0.001,**,Linoleic Acid
Omega-3%,0.83 [0.78-0.88],0.002,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-L,0.83 [0.78-0.88],0.001,**,Total-Lipids in Medium VLDL
M-VLDL-P,0.83 [0.77-0.88],0.002,**,Concentration of Medium VLDL Particles
M-VLDL-PL,0.83 [0.77-0.88],0.001,**,Phospholipids in Medium VLDL
S-HDL-C%,0.82 [0.78-0.88],1.120e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
Omega-6,0.82 [0.77-0.88],7.671e-04,***,Omega-6 Fatty Acids
S-VLDL-PL%,0.82 [0.77-0.88],2.882e-04,***,Phospholipids to Total-Lipids in Small VLDL percentage
L-LDL-FC%,0.82 [0.77-0.87],4.390e-05,***,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-FC,0.82 [0.77-0.88],3.395e-04,***,Free Cholesterol in Medium VLDL
S-VLDL-FC%,0.82 [0.77-0.87],5.177e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
Cholines,0.82 [0.76-0.87],2.767e-04,***,Total-Cholines
S-LDL-P,0.81 [0.76-0.87],6.957e-05,***,Concentration of Small LDL Particles
L-LDL-P,0.81 [0.76-0.87],6.839e-05,***,Concentration of Large LDL Particles
IDL-PL,0.81 [0.76-0.87],5.676e-05,***,Phospholipids in IDL
PC,0.81 [0.76-0.87],1.971e-04,***,Phosphatidylcholines
S-HDL-PL,0.81 [0.76-0.86],2.837e-05,***,Phospholipids in Small HDL
His,0.81 [0.76-0.86],2.053e-05,***,Histidine
M-VLDL-C,0.81 [0.76-0.86],7.950e-06,***,Cholesterol in Medium VLDL
ApoB,0.81 [0.76-0.86],2.824e-06,***,Apolipoprotein B
Unsaturation,0.81 [0.75-0.86],3.893e-05,***,Degree of Unsaturation
Omega-3,0.81 [0.75-0.86],5.652e-05,***,Omega-3 Fatty Acids
PUFA/MUFA,0.81 [0.75-0.86],8.630e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-C%,0.80 [0.75-0.87],7.478e-04,***,Cholesterol to Total-Lipids in Very Large HDL percentage
M-VLDL-CE,0.80 [0.75-0.86],3.593e-06,***,Cholesteryl Esters in Medium VLDL
LDL-P,0.80 [0.75-0.86],5.381e-06,***,Concentration of LDL Particles
XL-HDL-CE%,0.80 [0.75-0.85],6.028e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-C%,0.80 [0.75-0.85],2.719e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
Remnant-C,0.80 [0.75-0.85],4.593e-07,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
PUFA,0.80 [0.75-0.85],2.501e-06,***,Polyunsaturated Fatty Acids
Total-BCAA,0.80 [0.74-0.86],6.048e-05,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
DHA,0.80 [0.74-0.85],3.423e-05,***,Docosahexaenoic Acid
Total-PL,0.80 [0.75-0.85],1.154e-06,***,Total-Phospholipids in Lipoprotein Particles
Leu,0.79 [0.74-0.85],5.270e-05,***,Leucine
Val,0.79 [0.74-0.85],1.380e-05,***,Valine
IDL-FC,0.79 [0.74-0.84],1.744e-07,***,Free Cholesterol in IDL
XS-VLDL-CE%,0.79 [0.74-0.84],6.402e-09,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-LDL-P,0.79 [0.74-0.84],2.128e-07,***,Concentration of Medium LDL Particles
HDL-P,0.79 [0.74-0.84],8.125e-07,***,Concentration of HDL Particles
S-HDL-L,0.79 [0.74-0.84],1.966e-08,***,Total-Lipids in Small HDL
S-HDL-FC,0.79 [0.74-0.84],8.634e-08,***,Free Cholesterol in Small HDL
L-LDL-CE%,0.79 [0.74-0.83],1.071e-10,***,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Total-L,0.79 [0.74-0.84],1.092e-08,***,Total-Lipids in Lipoprotein Particles
IDL-P,0.79 [0.74-0.84],2.762e-08,***,Concentration of IDL Particles
S-LDL-PL,0.78 [0.74-0.84],1.757e-08,***,Phospholipids in Small LDL
Sc-ala,0.78 [0.73-0.84],1.186e-07,***,Spectrometer-corrected alanine
