Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,1.20 [1.02-1.41],1.000,,Glycine
Gln,1.09 [0.92-1.29],1.000,,Glutamine
M-LDL-PL%,1.05 [0.89-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.03 [0.87-1.21],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
His,1.02 [0.87-1.21],1.000,,Histidine
LA,0.97 [0.82-1.15],1.000,,Linoleic Acid
Omega-3,0.97 [0.82-1.15],1.000,,Omega-3 Fatty Acids
DHA,0.96 [0.81-1.14],1.000,,Docosahexaenoic Acid
M-LDL-FC%,0.93 [0.79-1.11],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.83 [0.70-0.98],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
