Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.09 [0.93-1.29],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Clinical LDL-C,1.05 [0.89-1.24],1.000,,Clinical LDL Cholesterol
Non-HDL-C,1.03 [0.87-1.21],1.000,,Total-Cholesterol Minus HDL-C
ApoB,1.02 [0.87-1.20],1.000,,Apolipoprotein B
LDL-C,1.02 [0.87-1.20],1.000,,LDL Cholesterol
Total-FC,1.00 [0.85-1.18],1.000,,Total-Free Cholesterol
Albumin,0.95 [0.81-1.12],1.000,,Albumin
M-LDL-TG%,0.94 [0.80-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-FC,0.88 [0.72-1.07],1.000,,Free Cholesterol in HDL
Creatinine,0.79 [0.65-0.95],1.000,,Creatinine
