Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Gln,1.06 [1.00-1.12],1.000,,Glutamine
M-LDL-C%,1.03 [0.97-1.09],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-CE%,1.02 [0.96-1.08],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-LDL-FC%,1.01 [0.95-1.08],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.01 [0.95-1.08],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-LDL-PL%,0.99 [0.94-1.04],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,0.97 [0.92-1.03],1.000,,VLDL Cholesterol
Remnant-C,0.96 [0.91-1.02],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-CE,0.96 [0.90-1.02],1.000,,Cholesteryl Esters in HDL
Total-C,0.96 [0.90-1.01],1.000,,Total-Cholesterol
