Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.26 [1.05-1.51],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,1.24 [1.01-1.52],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
VLDL-C,1.05 [0.87-1.27],1.000,,VLDL Cholesterol
VLDL-CE,1.04 [0.86-1.26],1.000,,Cholesteryl Esters in VLDL
DHA%,1.03 [0.84-1.26],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6,0.98 [0.81-1.20],1.000,,Omega-6 Fatty Acids
LA,0.94 [0.78-1.14],1.000,,Linoleic Acid
M-LDL-FC%,0.84 [0.70-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA%,0.83 [0.69-1.01],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Omega-6%,0.79 [0.66-0.95],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
