Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,1.21 [1.07-1.37],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-LDL-TG%,1.13 [1.00-1.27],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-VLDL-TG%,1.06 [0.94-1.20],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-HDL-CE%,1.05 [0.92-1.19],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.03 [0.90-1.17],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
Total-C,0.73 [0.65-0.82],0.040,*,Total-Cholesterol
Total-L,0.73 [0.65-0.82],0.034,*,Total-Lipids in Lipoprotein Particles
Total-CE,0.73 [0.65-0.82],0.026,*,Total-Esterified Cholesterol
Omega-6,0.72 [0.63-0.81],0.015,*,Omega-6 Fatty Acids
S-HDL-C,0.72 [0.63-0.81],0.015,*,Cholesterol in Small HDL
S-HDL-PL,0.71 [0.63-0.81],0.029,*,Phospholipids in Small HDL
S-HDL-L,0.71 [0.63-0.80],0.011,*,Total-Lipids in Small HDL
S-HDL-P,0.71 [0.62-0.80],0.009,**,Concentration of Small HDL Particles
Total-PL,0.70 [0.62-0.80],0.004,**,Total-Phospholipids in Lipoprotein Particles
S-HDL-FC,0.70 [0.62-0.80],0.012,*,Free Cholesterol in Small HDL
Omega-3,0.70 [0.61-0.80],0.038,*,Omega-3 Fatty Acids
PC,0.70 [0.61-0.79],0.004,**,Phosphatidylcholines
Cholines,0.69 [0.61-0.78],0.001,**,Total-Cholines
Total-P,0.69 [0.61-0.79],0.009,**,Total-Concentration of Lipoprotein Particles
Phosphoglyc,0.69 [0.61-0.78],0.001,**,Phosphoglycerides
PUFA,0.69 [0.61-0.78],3.435e-04,***,Polyunsaturated Fatty Acids
