Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.41 [1.20-1.64],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.15 [0.97-1.37],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-PL%,1.06 [0.88-1.27],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.05 [0.89-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.01 [0.86-1.19],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
Clinical LDL-C,0.67 [0.58-0.78],0.085,,Clinical LDL Cholesterol
Total-C,0.66 [0.57-0.78],0.078,,Total-Cholesterol
Total-CE,0.66 [0.56-0.77],0.064,,Total-Esterified Cholesterol
IDL-C,0.66 [0.56-0.78],0.189,,Cholesterol in IDL
IDL-CE,0.66 [0.55-0.78],0.165,,Cholesteryl Esters in IDL
