Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-TG%,1.14 [1.12-1.15],9.879e-85,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.14 [1.12-1.15],6.092e-83,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.13 [1.11-1.14],1.106e-72,***,Triglycerides to Total-Lipids in Medium LDL percentage
XS-VLDL-TG%,1.12 [1.10-1.13],9.381e-56,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-LDL-TG%,1.10 [1.09-1.12],1.549e-47,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.10 [1.09-1.12],1.093e-38,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,1.10 [1.09-1.11],1.729e-42,***,Triglycerides to Total-Lipids in Small VLDL percentage
XS-VLDL-PL%,1.10 [1.09-1.11],8.849e-43,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,1.09 [1.08-1.11],3.520e-36,***,Triglycerides to Total-Lipids in Medium VLDL percentage
IDL-PL%,1.09 [1.07-1.10],9.210e-34,***,Phospholipids to Total-Lipids in IDL percentage
L-HDL-PL%,1.09 [1.07-1.10],4.151e-29,***,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-PL%,1.08 [1.07-1.10],7.406e-27,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,1.08 [1.07-1.10],6.416e-27,***,Glycoprotein Acetyls
S-HDL-PL%,1.08 [1.06-1.09],1.168e-22,***,Phospholipids to Total-Lipids in Small HDL percentage
S-HDL-TG%,1.06 [1.05-1.08],1.202e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-TG%,1.06 [1.05-1.07],4.346e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-HDL-TG%,1.05 [1.04-1.07],8.740e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-TG%,1.05 [1.04-1.07],1.770e-08,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG,1.05 [1.04-1.06],4.842e-10,***,Triglycerides in Medium HDL
XXL-VLDL-PL%,1.05 [1.04-1.07],7.671e-09,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-TG,1.05 [1.04-1.06],8.486e-09,***,Triglycerides in Small HDL
L-HDL-TG%,1.05 [1.03-1.06],4.494e-07,***,Triglycerides to Total-Lipids in Large HDL percentage
Creatinine,1.05 [1.03-1.06],1.663e-05,***,Creatinine
XS-VLDL-TG,1.05 [1.04-1.06],2.709e-08,***,Triglycerides in Very Small VLDL
HDL-TG,1.05 [1.03-1.06],4.100e-07,***,Triglycerides in HDL
TG/PG,1.04 [1.03-1.06],3.066e-04,***,Triglycerides to Phosphoglycerides ratio
IDL-TG,1.04 [1.03-1.05],4.617e-04,***,Triglycerides in IDL
SFA%,1.04 [1.03-1.05],0.001,**,Saturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL%,1.04 [1.02-1.05],0.032,*,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-FC,0.97 [0.95-0.98],0.026,*,Free Cholesterol in Very Small VLDL
S-VLDL-CE,0.97 [0.95-0.98],0.015,*,Cholesteryl Esters in Small VLDL
L-LDL-CE%,0.97 [0.95-0.98],0.005,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
M-VLDL-L,0.96 [0.95-0.98],0.003,**,Total-Lipids in Medium VLDL
Total-BCAA,0.96 [0.95-0.97],0.002,**,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-VLDL-PL,0.96 [0.95-0.97],2.710e-04,***,Phospholipids in Small VLDL
DHA%,0.96 [0.95-0.97],0.001,**,Docosahexaenoic Acid to Total-Fatty Acids percentage
HDL-C,0.96 [0.95-0.97],0.011,*,HDL Cholesterol
HDL-CE,0.96 [0.95-0.97],0.008,**,Cholesteryl Esters in HDL
Cholines,0.96 [0.95-0.97],3.669e-04,***,Total-Cholines
Total-P,0.96 [0.95-0.97],3.233e-04,***,Total-Concentration of Lipoprotein Particles
L-VLDL-C%,0.96 [0.95-0.97],1.643e-05,***,Cholesterol to Total-Lipids in Large VLDL percentage
