Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-PL%,1.09 [1.00-1.19],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.08 [0.99-1.18],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.06 [0.98-1.16],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,1.06 [0.98-1.15],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
L-VLDL-PL%,1.04 [0.95-1.14],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
VLDL-CE,0.98 [0.90-1.06],1.000,,Cholesteryl Esters in VLDL
LDL-CE,0.97 [0.89-1.05],1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,0.93 [0.86-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-CE,0.91 [0.84-0.99],1.000,,Total-Esterified Cholesterol
HDL-CE,0.86 [0.78-0.95],1.000,,Cholesteryl Esters in HDL
