Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.25 [1.09-1.44],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
L-HDL-TG%,1.13 [0.97-1.31],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-PL%,1.12 [0.98-1.29],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-C%,1.11 [0.96-1.28],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.03 [0.89-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-LDL-FC%,0.92 [0.80-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
VLDL-C,0.88 [0.76-1.02],1.000,,VLDL Cholesterol
Remnant-C,0.82 [0.71-0.94],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,0.79 [0.68-0.90],1.000,,Total-Cholesterol Minus HDL-C
Total-C,0.74 [0.65-0.86],1.000,,Total-Cholesterol
