Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,1.24 [1.11-1.39],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,1.12 [1.01-1.24],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
IDL-C%,1.11 [1.00-1.24],1.000,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,1.07 [0.96-1.18],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
XL-HDL-PL,1.02 [0.93-1.12],1.000,,Phospholipids in Very Large HDL
Total-FA,0.77 [0.69-0.84],0.017,*,Total-Fatty Acids
GlycA,0.76 [0.69-0.84],0.031,*,Glycoprotein Acetyls
LDL-TG,0.74 [0.66-0.83],0.091,,Triglycerides in LDL
MUFA,0.74 [0.67-0.82],0.002,**,Monounsaturated Fatty Acids
M-LDL-TG,0.72 [0.64-0.82],0.069,,Triglycerides in Medium LDL
