Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.16 [1.09-1.23],0.148,,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,1.16 [1.09-1.23],0.297,,Triglycerides to Total-Lipids in IDL percentage
M-LDL-TG%,1.15 [1.08-1.21],0.757,,Triglycerides to Total-Lipids in Medium LDL percentage
L-VLDL-PL%,1.03 [0.97-1.10],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-PL%,1.02 [0.96-1.08],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Non-HDL-C,0.86 [0.81-0.91],0.044,*,Total-Cholesterol Minus HDL-C
LDL-CE,0.86 [0.81-0.91],0.046,*,Cholesteryl Esters in LDL
LDL-L,0.86 [0.81-0.91],0.029,*,Total-Lipids in LDL
IDL-CE,0.86 [0.81-0.91],0.049,*,Cholesteryl Esters in IDL
L-LDL-PL,0.86 [0.81-0.91],0.047,*,Phospholipids in Large LDL
LDL-PL,0.86 [0.81-0.91],0.039,*,Phospholipids in LDL
IDL-C,0.86 [0.81-0.91],0.041,*,Cholesterol in IDL
Total-C,0.86 [0.81-0.91],0.027,*,Total-Cholesterol
L-LDL-L,0.86 [0.81-0.91],0.027,*,Total-Lipids in Large LDL
LDL-C,0.85 [0.81-0.91],0.019,*,LDL Cholesterol
Total-CE,0.85 [0.81-0.91],0.028,*,Total-Esterified Cholesterol
S-LDL-FC,0.85 [0.81-0.91],0.035,*,Free Cholesterol in Small LDL
M-LDL-FC,0.85 [0.81-0.91],0.044,*,Free Cholesterol in Medium LDL
L-LDL-CE,0.85 [0.81-0.91],0.031,*,Cholesteryl Esters in Large LDL
L-LDL-C%,0.85 [0.81-0.90],0.013,*,Cholesterol to Total-Lipids in Large LDL percentage
Clinical LDL-C,0.85 [0.81-0.90],0.006,**,Clinical LDL Cholesterol
L-LDL-C,0.85 [0.80-0.90],0.017,*,Cholesterol in Large LDL
L-LDL-FC,0.85 [0.80-0.90],0.025,*,Free Cholesterol in Large LDL
LDL-FC,0.85 [0.80-0.90],0.016,*,Free Cholesterol in LDL
