Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.10 [1.07-1.13],2.596e-05,***,Glycoprotein Acetyls
Phe,1.03 [1.00-1.06],1.000,,Phenylalanine
M-LDL-PL%,1.02 [0.99-1.05],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
His,1.01 [0.98-1.04],1.000,,Histidine
Tyr,1.01 [0.98-1.04],1.000,,Tyrosine
Albumin,0.92 [0.90-0.95],0.007,**,Albumin
Citrate,0.92 [0.89-0.95],0.007,**,Citrate
XL-HDL-C,0.92 [0.89-0.95],0.324,,Cholesterol in Very Large HDL
L-HDL-C,0.92 [0.89-0.95],0.330,,Cholesterol in Large HDL
XL-HDL-CE,0.92 [0.89-0.95],0.299,,Cholesteryl Esters in Very Large HDL
