Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Val,1.22 [1.00-1.48],1.000,,Valine
ApoB/ApoA1,1.14 [0.94-1.39],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
ApoB,1.12 [0.92-1.36],1.000,,Apolipoprotein B
Clinical LDL-C,1.10 [0.90-1.34],1.000,,Clinical LDL Cholesterol
M-VLDL-TG%,1.08 [0.88-1.32],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
LA%,1.00 [0.81-1.23],1.000,,Linoleic Acid to Total-Fatty Acids percentage
DHA%,0.99 [0.80-1.21],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6/Omega-3,0.98 [0.80-1.20],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
PUFA/MUFA,0.97 [0.78-1.20],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.96 [0.78-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
