Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-6/Omega-3,1.41 [1.22-1.63],0.533,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-TG%,1.15 [0.99-1.33],1.000,,Triglycerides to Total-Lipids in IDL percentage
L-HDL-TG%,1.11 [0.96-1.29],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.08 [0.93-1.26],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-FC%,1.02 [0.87-1.18],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
S-HDL-L,0.67 [0.58-0.78],0.059,,Total-Lipids in Small HDL
S-HDL-CE,0.66 [0.57-0.77],0.016,*,Cholesteryl Esters in Small HDL
S-HDL-C,0.66 [0.57-0.77],0.017,*,Cholesterol in Small HDL
S-HDL-P,0.66 [0.56-0.77],0.028,*,Concentration of Small HDL Particles
Omega-3,0.64 [0.54-0.77],0.111,,Omega-3 Fatty Acids
