Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
DHA%,1.09 [1.01-1.17],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,1.07 [0.99-1.15],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.06 [0.99-1.15],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
PUFA/MUFA,1.05 [0.97-1.13],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
LDL-C,1.00 [0.93-1.07],1.000,,LDL Cholesterol
Non-HDL-C,1.00 [0.93-1.07],1.000,,Total-Cholesterol Minus HDL-C
HDL-C,1.00 [0.92-1.08],1.000,,HDL Cholesterol
Total-C,1.00 [0.93-1.07],1.000,,Total-Cholesterol
Remnant-C,0.99 [0.93-1.07],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
M-LDL-TG%,0.98 [0.91-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
