Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
S-LDL-PL%,1.35 [1.23-1.48],9.270e-05,***,Phospholipids to Total-Lipids in Small LDL percentage
M-HDL-PL%,1.32 [1.19-1.46],0.009,**,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.30 [1.17-1.45],0.448,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,1.26 [1.15-1.39],0.408,,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-LDL-FC%,1.06 [0.95-1.18],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.78 [0.72-0.85],0.006,**,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-CE%,0.77 [0.71-0.84],0.002,**,Cholesteryl Esters to Total-Lipids in Large LDL percentage
ApoB,0.77 [0.70-0.85],0.025,*,Apolipoprotein B
M-VLDL-C,0.76 [0.69-0.84],0.020,*,Cholesterol in Medium VLDL
LDL-P,0.76 [0.69-0.85],0.036,*,Concentration of LDL Particles
LA%,0.76 [0.69-0.84],0.008,**,Linoleic Acid to Total-Fatty Acids percentage
S-LDL-C,0.76 [0.69-0.84],0.012,*,Cholesterol in Small LDL
M-LDL-FC,0.76 [0.69-0.84],0.007,**,Free Cholesterol in Medium LDL
S-VLDL-FC,0.76 [0.69-0.84],0.016,*,Free Cholesterol in Small VLDL
S-VLDL-PL,0.76 [0.68-0.84],0.015,*,Phospholipids in Small VLDL
Clinical LDL-C,0.76 [0.69-0.83],7.697e-04,***,Clinical LDL Cholesterol
M-LDL-PL,0.76 [0.68-0.83],0.006,**,Phospholipids in Medium LDL
M-LDL-P,0.76 [0.68-0.84],0.012,*,Concentration of Medium LDL Particles
M-VLDL-FC,0.75 [0.68-0.83],0.008,**,Free Cholesterol in Medium VLDL
M-VLDL-PL,0.75 [0.68-0.83],0.008,**,Phospholipids in Medium VLDL
L-HDL-TG,0.75 [0.68-0.84],0.038,*,Triglycerides in Large HDL
M-VLDL-P,0.75 [0.68-0.83],0.011,*,Concentration of Medium VLDL Particles
LDL-PL,0.75 [0.68-0.83],0.001,**,Phospholipids in LDL
LDL-FC,0.75 [0.68-0.83],0.001,**,Free Cholesterol in LDL
M-VLDL-L,0.75 [0.68-0.83],0.004,**,Total-Lipids in Medium VLDL
IDL-FC,0.75 [0.68-0.83],0.003,**,Free Cholesterol in IDL
M-LDL-L,0.74 [0.68-0.82],5.398e-04,***,Total-Lipids in Medium LDL
L-HDL-PL,0.74 [0.66-0.83],0.046,*,Phospholipids in Large HDL
Remnant-C,0.74 [0.68-0.82],2.787e-04,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
