Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,2.28 [2.06-2.53],2.822e-49,***,Creatinine
M-LDL-TG%,1.51 [1.34-1.70],5.999e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.50 [1.32-1.70],5.842e-05,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,1.48 [1.31-1.67],1.142e-04,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,1.48 [1.28-1.71],0.025,*,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.47 [1.29-1.67],0.002,**,Phospholipids to Total-Lipids in IDL percentage
XS-VLDL-PL%,1.43 [1.26-1.64],0.016,*,Phospholipids to Total-Lipids in Very Small VLDL percentage
XS-VLDL-TG%,1.43 [1.25-1.63],0.045,*,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.72 [0.65-0.81],0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-C%,0.72 [0.64-0.81],0.008,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-LDL-C%,0.72 [0.64-0.81],0.004,**,Cholesterol to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,0.72 [0.64-0.80],0.003,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,0.70 [0.62-0.79],0.001,**,Free Cholesterol to Total-Lipids in Small VLDL percentage
IDL-C%,0.69 [0.62-0.77],4.786e-06,***,Cholesterol to Total-Lipids in IDL percentage
S-LDL-C%,0.69 [0.62-0.77],1.920e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
S-VLDL-PL%,0.68 [0.60-0.78],0.002,**,Phospholipids to Total-Lipids in Small VLDL percentage
M-VLDL-C,0.68 [0.59-0.78],0.020,*,Cholesterol in Medium VLDL
Remnant-C,0.68 [0.60-0.77],0.001,**,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-FC,0.68 [0.59-0.77],0.002,**,Total-Free Cholesterol
IDL-PL,0.68 [0.59-0.78],0.013,*,Phospholipids in IDL
Total-C,0.68 [0.60-0.77],2.971e-04,***,Total-Cholesterol
LDL-P,0.68 [0.58-0.78],0.018,*,Concentration of LDL Particles
ApoB,0.67 [0.59-0.77],0.002,**,Apolipoprotein B
Total-CE,0.67 [0.59-0.76],2.560e-04,***,Total-Esterified Cholesterol
M-VLDL-CE,0.67 [0.58-0.77],0.005,**,Cholesteryl Esters in Medium VLDL
IDL-CE%,0.67 [0.60-0.75],1.686e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
Non-HDL-C,0.66 [0.59-0.75],4.231e-05,***,Total-Cholesterol Minus HDL-C
M-LDL-P,0.66 [0.57-0.77],0.005,**,Concentration of Medium LDL Particles
L-LDL-CE,0.66 [0.58-0.76],2.351e-04,***,Cholesteryl Esters in Large LDL
LDL-CE,0.66 [0.58-0.75],7.485e-05,***,Cholesteryl Esters in LDL
IDL-L,0.66 [0.58-0.75],1.786e-04,***,Total-Lipids in IDL
S-LDL-PL,0.66 [0.57-0.76],8.921e-04,***,Phospholipids in Small LDL
L-LDL-L,0.66 [0.58-0.75],5.561e-05,***,Total-Lipids in Large LDL
LDL-L,0.66 [0.58-0.75],2.166e-05,***,Total-Lipids in LDL
M-LDL-CE,0.66 [0.57-0.75],4.483e-04,***,Cholesteryl Esters in Medium LDL
M-LDL-L,0.65 [0.57-0.75],1.060e-04,***,Total-Lipids in Medium LDL
L-LDL-C,0.65 [0.57-0.74],4.411e-05,***,Cholesterol in Large LDL
IDL-FC,0.65 [0.57-0.75],6.818e-04,***,Free Cholesterol in IDL
S-LDL-L,0.65 [0.57-0.75],2.880e-04,***,Total-Lipids in Small LDL
LDL-C,0.65 [0.57-0.74],1.272e-05,***,LDL Cholesterol
S-LDL-CE,0.65 [0.57-0.75],5.448e-04,***,Cholesteryl Esters in Small LDL
M-LDL-C,0.65 [0.56-0.74],5.810e-05,***,Cholesterol in Medium LDL
Clinical LDL-C,0.64 [0.57-0.73],5.161e-07,***,Clinical LDL Cholesterol
M-LDL-PL,0.64 [0.56-0.74],7.571e-05,***,Phospholipids in Medium LDL
S-LDL-C,0.64 [0.56-0.73],5.841e-05,***,Cholesterol in Small LDL
IDL-C,0.64 [0.56-0.73],1.146e-05,***,Cholesterol in IDL
LDL-PL,0.63 [0.55-0.73],8.555e-06,***,Phospholipids in LDL
S-LDL-FC,0.63 [0.55-0.73],1.524e-05,***,Free Cholesterol in Small LDL
L-LDL-PL,0.63 [0.55-0.72],1.129e-05,***,Phospholipids in Large LDL
IDL-CE,0.63 [0.55-0.72],5.705e-06,***,Cholesteryl Esters in IDL
LDL-FC,0.63 [0.55-0.72],3.559e-06,***,Free Cholesterol in LDL
M-LDL-FC,0.63 [0.55-0.72],1.159e-05,***,Free Cholesterol in Medium LDL
L-LDL-FC,0.63 [0.54-0.72],7.844e-06,***,Free Cholesterol in Large LDL
IDL-P,0.62 [0.54-0.72],4.398e-05,***,Concentration of IDL Particles
