Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,3.37 [3.06-3.71],5.610e-128,***,Creatinine
XS-VLDL-PL%,2.11 [1.83-2.42],5.028e-20,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-TG%,1.99 [1.74-2.28],6.488e-18,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG%,1.91 [1.65-2.21],2.254e-12,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-LDL-TG%,1.90 [1.67-2.17],3.854e-16,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.83 [1.61-2.08],1.026e-14,***,Triglycerides to Total-Lipids in Medium LDL percentage
S-VLDL-TG%,1.74 [1.48-2.05],2.584e-06,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-PL%,1.67 [1.45-1.92],3.501e-07,***,Phospholipids to Total-Lipids in IDL percentage
XXL-VLDL-PL%,1.64 [1.40-1.91],1.081e-04,***,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
GlycA,1.63 [1.42-1.88],1.893e-06,***,Glycoprotein Acetyls
M-VLDL-TG%,1.62 [1.39-1.89],2.289e-04,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-LDL-TG%,1.57 [1.37-1.80],2.522e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
MUFA%,1.53 [1.31-1.78],0.011,*,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-PL%,1.50 [1.30-1.73],0.003,**,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-CE%,0.76 [0.68-0.84],0.015,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
S-VLDL-CE%,0.71 [0.63-0.81],0.034,*,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
M-VLDL-C%,0.71 [0.63-0.80],0.001,**,Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-PL%,0.69 [0.61-0.78],5.721e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
M-VLDL-FC%,0.68 [0.60-0.77],2.873e-04,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Albumin,0.68 [0.60-0.77],3.887e-04,***,Albumin
VLDL-CE,0.66 [0.57-0.77],0.013,*,Cholesteryl Esters in VLDL
S-VLDL-C%,0.66 [0.58-0.74],1.394e-05,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-FC,0.66 [0.56-0.77],0.029,*,Free Cholesterol in Medium VLDL
S-LDL-CE%,0.65 [0.57-0.75],8.976e-05,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
S-LDL-PL,0.65 [0.56-0.76],0.007,**,Phospholipids in Small LDL
S-HDL-CE,0.65 [0.56-0.75],0.001,**,Cholesteryl Esters in Small HDL
S-HDL-C,0.65 [0.56-0.75],9.042e-04,***,Cholesterol in Small HDL
S-HDL-P,0.64 [0.55-0.74],0.001,**,Concentration of Small HDL Particles
Phosphoglyc,0.64 [0.55-0.74],3.572e-04,***,Phosphoglycerides
M-HDL-FC%,0.63 [0.55-0.72],3.999e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
PC,0.63 [0.54-0.73],2.385e-04,***,Phosphatidylcholines
L-LDL-P,0.63 [0.54-0.74],0.003,**,Concentration of Large LDL Particles
HDL-C,0.62 [0.52-0.74],0.033,*,HDL Cholesterol
S-LDL-P,0.62 [0.53-0.73],6.910e-04,***,Concentration of Small LDL Particles
S-LDL-L,0.62 [0.53-0.72],8.777e-05,***,Total-Lipids in Small LDL
Total-L,0.62 [0.54-0.71],6.180e-07,***,Total-Lipids in Lipoprotein Particles
ApoB,0.62 [0.53-0.71],2.422e-05,***,Apolipoprotein B
Cholines,0.61 [0.53-0.71],1.125e-05,***,Total-Cholines
HDL-P,0.61 [0.52-0.72],8.917e-04,***,Concentration of HDL Particles
L-LDL-FC%,0.61 [0.54-0.69],6.429e-11,***,Free Cholesterol to Total-Lipids in Large LDL percentage
LDL-P,0.61 [0.52-0.71],2.139e-04,***,Concentration of LDL Particles
HDL-FC,0.61 [0.50-0.73],0.028,*,Free Cholesterol in HDL
S-VLDL-FC%,0.61 [0.53-0.69],3.062e-09,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-LDL-L,0.60 [0.52-0.69],1.470e-06,***,Total-Lipids in Medium LDL
M-VLDL-C,0.60 [0.51-0.70],2.050e-05,***,Cholesterol in Medium VLDL
L-LDL-C%,0.60 [0.53-0.67],9.315e-13,***,Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,0.60 [0.52-0.68],5.093e-08,***,Phospholipids to Total-Lipids in Small VLDL percentage
S-LDL-CE,0.59 [0.51-0.70],1.276e-05,***,Cholesteryl Esters in Small LDL
M-LDL-PL,0.59 [0.51-0.69],6.368e-06,***,Phospholipids in Medium LDL
M-LDL-CE,0.59 [0.51-0.69],2.117e-06,***,Cholesteryl Esters in Medium LDL
Total-PL,0.59 [0.51-0.68],7.611e-08,***,Total-Phospholipids in Lipoprotein Particles
XS-VLDL-C,0.58 [0.50-0.69],1.036e-05,***,Cholesterol in Very Small VLDL
M-LDL-C%,0.58 [0.52-0.65],5.736e-18,***,Cholesterol to Total-Lipids in Medium LDL percentage
LDL-L,0.58 [0.51-0.67],2.875e-09,***,Total-Lipids in LDL
M-LDL-P,0.58 [0.49-0.68],9.750e-06,***,Concentration of Medium LDL Particles
S-LDL-C,0.58 [0.50-0.68],8.597e-07,***,Cholesterol in Small LDL
Remnant-C,0.58 [0.50-0.67],1.021e-08,***,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-P,0.58 [0.49-0.68],6.500e-06,***,Total-Concentration of Lipoprotein Particles
M-LDL-C,0.58 [0.50-0.67],8.696e-08,***,Cholesterol in Medium LDL
Non-HDL-C,0.58 [0.50-0.66],3.290e-10,***,Total-Cholesterol Minus HDL-C
