Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.17 [1.12-1.22],2.326e-06,***,Glycoprotein Acetyls
XL-HDL-TG%,1.16 [1.11-1.21],6.323e-05,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,1.16 [1.10-1.21],1.834e-04,***,Triglycerides to Phosphoglycerides ratio
MUFA%,1.16 [1.10-1.21],4.545e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,1.15 [1.10-1.20],0.001,**,Triglycerides to Total-Lipids in Large HDL percentage
Total-TG,1.14 [1.09-1.19],7.202e-04,***,Total-Triglycerides
VLDL-TG,1.14 [1.09-1.19],0.001,**,Triglycerides in VLDL
XL-VLDL-TG,1.14 [1.09-1.19],0.002,**,Triglycerides in Very Large VLDL
XL-VLDL-L,1.14 [1.09-1.19],0.002,**,Total-Lipids in Very Large VLDL
XL-VLDL-P,1.13 [1.09-1.18],0.002,**,Concentration of Very Large VLDL Particles
S-HDL-TG,1.13 [1.09-1.18],0.001,**,Triglycerides in Small HDL
L-VLDL-PL,1.13 [1.09-1.18],0.002,**,Phospholipids in Large VLDL
S-HDL-TG%,1.13 [1.08-1.18],0.006,**,Triglycerides to Total-Lipids in Small HDL percentage
MUFA,1.13 [1.08-1.18],0.011,*,Monounsaturated Fatty Acids
S-LDL-TG,1.13 [1.08-1.18],0.005,**,Triglycerides in Small LDL
M-LDL-TG,1.13 [1.08-1.18],0.003,**,Triglycerides in Medium LDL
VLDL-size,1.13 [1.08-1.18],0.025,*,Average Diameter for VLDL Particles
L-VLDL-P,1.13 [1.08-1.18],0.004,**,Concentration of Large VLDL Particles
XL-VLDL-PL,1.13 [1.08-1.18],0.005,**,Phospholipids in Very Large VLDL
S-VLDL-TG,1.13 [1.08-1.18],0.003,**,Triglycerides in Small VLDL
L-VLDL-L,1.13 [1.08-1.18],0.005,**,Total-Lipids in Large VLDL
L-VLDL-TG,1.13 [1.08-1.18],0.007,**,Triglycerides in Large VLDL
L-VLDL-FC,1.13 [1.08-1.18],0.007,**,Free Cholesterol in Large VLDL
XXL-VLDL-L,1.13 [1.08-1.18],0.026,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
IDL-TG%,1.13 [1.08-1.18],0.044,*,Triglycerides to Total-Lipids in IDL percentage
LDL-TG,1.13 [1.08-1.17],0.007,**,Triglycerides in LDL
XL-VLDL-FC,1.13 [1.08-1.17],0.012,*,Free Cholesterol in Very Large VLDL
M-VLDL-TG,1.13 [1.08-1.17],0.010,*,Triglycerides in Medium VLDL
M-HDL-TG%,1.12 [1.08-1.17],0.033,*,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG,1.12 [1.08-1.17],0.006,**,Triglycerides in Very Small VLDL
VLDL-L,1.12 [1.07-1.17],0.034,*,Total-Lipids in VLDL
L-LDL-TG,1.12 [1.07-1.17],0.023,*,Triglycerides in Large LDL
M-HDL-CE%,0.89 [0.85-0.93],0.013,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-LDL-FC%,0.88 [0.84-0.92],0.007,**,Free Cholesterol to Total-Lipids in Large LDL percentage
M-VLDL-CE%,0.88 [0.84-0.92],0.012,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-HDL-C%,0.88 [0.84-0.92],0.007,**,Cholesterol to Total-Lipids in Medium HDL percentage
M-LDL-FC%,0.88 [0.84-0.92],0.003,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
XS-VLDL-CE%,0.88 [0.84-0.92],0.009,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Omega-6%,0.87 [0.83-0.91],0.002,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-CE%,0.87 [0.83-0.91],0.004,**,Cholesteryl Esters to Total-Lipids in Large HDL percentage
PUFA%,0.87 [0.83-0.91],0.001,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,0.86 [0.82-0.91],0.002,**,Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,0.86 [0.82-0.90],9.885e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
