Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.08 [0.92-1.27],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
VLDL-C,1.03 [0.87-1.21],1.000,,VLDL Cholesterol
M-LDL-PL%,1.03 [0.87-1.21],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-CE,1.01 [0.86-1.19],1.000,,Cholesteryl Esters in VLDL
ApoB,1.01 [0.86-1.18],1.000,,Apolipoprotein B
LA,0.98 [0.83-1.15],1.000,,Linoleic Acid
Omega-3,0.97 [0.82-1.15],1.000,,Omega-3 Fatty Acids
DHA,0.95 [0.80-1.12],1.000,,Docosahexaenoic Acid
PUFA%,0.90 [0.76-1.06],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,0.88 [0.75-1.03],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
