Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.04 [0.98-1.10],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-PL%,1.03 [0.97-1.09],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.03 [0.97-1.08],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-HDL-TG%,1.02 [0.97-1.08],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-LDL-TG%,1.00 [0.95-1.05],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
LA%,1.00 [0.95-1.06],1.000,,Linoleic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.99 [0.94-1.05],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-FC%,0.99 [0.93-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.98 [0.93-1.04],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA%,0.97 [0.92-1.02],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
