Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Omega-3,1.31 [1.19-1.45],0.029,*,Omega-3 Fatty Acids
M-LDL-TG,1.29 [1.17-1.42],0.073,,Triglycerides in Medium LDL
LDL-TG,1.28 [1.17-1.41],0.085,,Triglycerides in LDL
L-LDL-TG,1.28 [1.16-1.40],0.105,,Triglycerides in Large LDL
S-VLDL-TG,1.27 [1.15-1.40],0.319,,Triglycerides in Small VLDL
L-LDL-C%,1.00 [0.89-1.12],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-FC%,0.87 [0.77-0.98],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-FC%,0.84 [0.75-0.93],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-CE%,0.82 [0.73-0.92],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-LDL-FC%,0.82 [0.73-0.91],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
