Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.13 [1.06-1.21],1.000,,Glycoprotein Acetyls
M-LDL-TG%,1.06 [1.00-1.13],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Citrate,1.02 [0.96-1.09],1.000,,Citrate
Glu,1.01 [0.95-1.08],1.000,,Glucose
Pyruvate,1.01 [0.95-1.07],1.000,,Pyruvate
M-LDL-FC%,0.98 [0.92-1.04],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
His,0.95 [0.89-1.01],1.000,,Histidine
Tyr,0.95 [0.89-1.01],1.000,,Tyrosine
Phe,0.92 [0.87-0.98],1.000,,Phenylalanine
Ile,0.92 [0.86-0.98],1.000,,Isoleucine
