Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
ApoB/ApoA1,1.07 [0.96-1.18],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-LDL-FC%,1.05 [0.94-1.17],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
ApoB,1.04 [0.93-1.15],1.000,,Apolipoprotein B
Clinical LDL-C,1.04 [0.93-1.15],1.000,,Clinical LDL Cholesterol
Val,1.01 [0.90-1.13],1.000,,Valine
Total-FA,0.98 [0.89-1.09],1.000,,Total-Fatty Acids
Omega-3,0.98 [0.87-1.09],1.000,,Omega-3 Fatty Acids
SFA,0.97 [0.88-1.08],1.000,,Saturated Fatty Acids
M-LDL-PL%,0.95 [0.86-1.06],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
HDL-FC,0.94 [0.83-1.07],1.000,,Free Cholesterol in HDL
