Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,1.12 [0.97-1.31],1.000,,Isoleucine
Total-BCAA,1.07 [0.91-1.26],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
M-LDL-PL%,1.06 [0.90-1.24],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Tyr,1.04 [0.89-1.21],1.000,,Tyrosine
Leu,1.03 [0.87-1.21],1.000,,Leucine
M-LDL-FC%,0.89 [0.76-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA%,0.89 [0.75-1.05],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Total-CE,0.88 [0.75-1.04],1.000,,Total-Esterified Cholesterol
DHA%,0.85 [0.71-1.00],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,0.81 [0.68-0.96],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
