Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.14 [1.04-1.24],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-PL%,1.01 [0.92-1.10],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-C%,1.01 [0.92-1.10],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-VLDL-CE%,1.01 [0.92-1.10],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-VLDL-FC%,1.00 [0.92-1.10],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
HDL-C,0.94 [0.85-1.04],1.000,,HDL Cholesterol
M-LDL-FC%,0.93 [0.85-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Non-HDL-C,0.89 [0.81-0.97],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.88 [0.81-0.96],1.000,,Clinical LDL Cholesterol
LDL-C,0.88 [0.81-0.96],1.000,,LDL Cholesterol
