Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
SFA%,1.11 [0.99-1.23],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.05 [0.93-1.17],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,1.01 [0.90-1.13],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
SFA,1.01 [0.90-1.12],1.000,,Saturated Fatty Acids
HDL-CE,1.00 [0.89-1.13],1.000,,Cholesteryl Esters in HDL
LDL-C,0.97 [0.87-1.08],1.000,,LDL Cholesterol
Clinical LDL-C,0.96 [0.86-1.06],1.000,,Clinical LDL Cholesterol
ApoB/ApoA1,0.95 [0.85-1.06],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
M-VLDL-C%,0.94 [0.85-1.05],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB,0.94 [0.85-1.05],1.000,,Apolipoprotein B
