Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.35 [1.22-1.49],0.001,**,Glycoprotein Acetyls
M-LDL-PL%,1.06 [0.96-1.18],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-HDL-FC%,1.03 [0.93-1.14],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-PL%,1.02 [0.92-1.13],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,1.01 [0.91-1.13],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-C,0.91 [0.83-1.01],1.000,,VLDL Cholesterol
Remnant-C,0.90 [0.81-0.99],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
HDL-CE,0.89 [0.80-1.00],1.000,,Cholesteryl Esters in HDL
Total-C,0.87 [0.79-0.96],1.000,,Total-Cholesterol
Albumin,0.76 [0.69-0.83],6.330e-04,***,Albumin
