Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
LDL-CE,1.06 [0.96-1.17],1.000,,Cholesteryl Esters in LDL
Total-CE,1.05 [0.95-1.17],1.000,,Total-Esterified Cholesterol
M-LDL-TG%,1.05 [0.95-1.15],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-CE,1.04 [0.93-1.15],1.000,,Cholesteryl Esters in HDL
VLDL-CE,1.02 [0.93-1.12],1.000,,Cholesteryl Esters in VLDL
L-VLDL-PL%,0.99 [0.90-1.08],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-HDL-C%,0.95 [0.86-1.06],1.000,,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,0.94 [0.85-1.04],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,0.90 [0.82-0.98],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-FC%,0.90 [0.81-0.99],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
