Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-TG%,1.55 [1.33-1.81],0.004,**,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,1.52 [1.32-1.76],0.004,**,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG%,1.44 [1.24-1.69],0.869,,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,1.42 [1.21-1.66],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Tyr,1.13 [0.97-1.32],1.000,,Tyrosine
M-LDL-C%,0.71 [0.62-0.81],0.106,,Cholesterol to Total-Lipids in Medium LDL percentage
S-LDL-C%,0.68 [0.59-0.78],0.012,*,Cholesterol to Total-Lipids in Small LDL percentage
L-LDL-C%,0.67 [0.58-0.77],0.006,**,Cholesterol to Total-Lipids in Large LDL percentage
Omega-3%,0.66 [0.56-0.77],0.110,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,0.63 [0.53-0.74],0.012,*,Degree of Unsaturation
