Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.16 [1.09-1.24],0.676,,Glycoprotein Acetyls
Ile,1.03 [0.97-1.09],1.000,,Isoleucine
M-VLDL-C%,1.02 [0.96-1.09],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Phe,1.02 [0.96-1.08],1.000,,Phenylalanine
Total-BCAA,1.01 [0.94-1.08],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
HDL-FC,0.97 [0.90-1.05],1.000,,Free Cholesterol in HDL
PUFA%,0.97 [0.91-1.03],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Albumin,0.97 [0.91-1.03],1.000,,Albumin
M-LDL-FC%,0.95 [0.89-1.01],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,0.95 [0.89-1.00],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
