Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,1.15 [1.10-1.19],5.709e-05,***,Glycoprotein Acetyls
MUFA%,1.14 [1.09-1.19],4.846e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-PL%,1.13 [1.09-1.18],5.163e-04,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-PL%,1.13 [1.09-1.18],0.002,**,Phospholipids to Total-Lipids in Medium HDL percentage
XL-HDL-FC%,1.13 [1.08-1.18],0.085,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-C%,0.90 [0.86-0.93],0.018,*,Cholesterol to Total-Lipids in Large LDL percentage
Total-C,0.89 [0.86-0.93],0.013,*,Total-Cholesterol
PC,0.89 [0.85-0.93],0.029,*,Phosphatidylcholines
Total-CE,0.89 [0.85-0.93],0.004,**,Total-Esterified Cholesterol
M-HDL-C,0.89 [0.85-0.93],0.037,*,Cholesterol in Medium HDL
HDL-P,0.88 [0.84-0.92],0.006,**,Concentration of HDL Particles
ApoA1,0.88 [0.84-0.92],0.011,*,Apolipoprotein A1
M-HDL-FC,0.88 [0.84-0.92],0.018,*,Free Cholesterol in Medium HDL
Total-P,0.88 [0.84-0.92],0.002,**,Total-Concentration of Lipoprotein Particles
HDL-L,0.88 [0.84-0.92],0.006,**,Total-Lipids in HDL
L-HDL-FC,0.87 [0.83-0.92],0.033,*,Free Cholesterol in Large HDL
DHA,0.87 [0.84-0.91],6.071e-04,***,Docosahexaenoic Acid
L-HDL-L,0.87 [0.83-0.92],0.012,*,Total-Lipids in Large HDL
L-HDL-CE,0.87 [0.82-0.91],0.006,**,Cholesteryl Esters in Large HDL
L-HDL-C,0.87 [0.82-0.91],0.006,**,Cholesterol in Large HDL
L-HDL-P,0.87 [0.82-0.91],0.010,**,Concentration of Large HDL Particles
HDL-FC,0.86 [0.82-0.91],3.591e-04,***,Free Cholesterol in HDL
HDL-CE,0.86 [0.82-0.90],1.390e-04,***,Cholesteryl Esters in HDL
HDL-C,0.86 [0.82-0.90],8.902e-05,***,HDL Cholesterol
M-HDL-FC%,0.86 [0.82-0.90],4.682e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
