Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.25 [1.03-1.50],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,1.22 [1.01-1.46],1.000,,Tyrosine
Total-BCAA,1.13 [0.93-1.37],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,1.12 [0.92-1.36],1.000,,Leucine
Ile,1.06 [0.87-1.28],1.000,,Isoleucine
Omega-6,0.96 [0.79-1.18],1.000,,Omega-6 Fatty Acids
PUFA,0.93 [0.76-1.14],1.000,,Polyunsaturated Fatty Acids
Albumin,0.88 [0.73-1.07],1.000,,Albumin
M-LDL-FC%,0.84 [0.69-1.02],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,0.76 [0.62-0.93],1.000,,Degree of Unsaturation
