Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-VLDL-PL%,1.19 [0.98-1.44],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-PL%,1.15 [0.97-1.37],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
M-HDL-PL%,1.15 [0.97-1.37],1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
M-HDL-TG%,1.05 [0.89-1.26],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-FC%,1.04 [0.88-1.22],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
HDL-C,0.82 [0.68-0.99],1.000,,HDL Cholesterol
LDL-C,0.72 [0.61-0.85],1.000,,LDL Cholesterol
Clinical LDL-C,0.71 [0.61-0.84],1.000,,Clinical LDL Cholesterol
Non-HDL-C,0.71 [0.60-0.83],1.000,,Total-Cholesterol Minus HDL-C
PUFA,0.66 [0.56-0.79],0.559,,Polyunsaturated Fatty Acids
