Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
LA%,1.23 [0.96-1.57],1.000,,Linoleic Acid to Total-Fatty Acids percentage
Omega-6%,1.11 [0.87-1.42],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
MUFA%,1.07 [0.86-1.33],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
LA,1.02 [0.83-1.25],1.000,,Linoleic Acid
M-LDL-FC%,1.01 [0.81-1.27],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
M-VLDL-C%,0.96 [0.76-1.21],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
Clinical LDL-C,0.90 [0.73-1.11],1.000,,Clinical LDL Cholesterol
ApoB,0.87 [0.70-1.08],1.000,,Apolipoprotein B
ApoB/ApoA1,0.83 [0.67-1.04],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.81 [0.66-1.01],1.000,,Valine
