Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,1.18 [0.92-1.51],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
IDL-CE%,1.12 [0.90-1.40],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-PL%,1.11 [0.86-1.42],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,1.05 [0.83-1.33],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
IDL-FC%,1.03 [0.83-1.28],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
Remnant-C,0.98 [0.79-1.21],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
VLDL-C,0.96 [0.78-1.18],1.000,,VLDL Cholesterol
Total-C,0.90 [0.72-1.12],1.000,,Total-Cholesterol
M-LDL-TG%,0.89 [0.72-1.11],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-CE,0.82 [0.66-1.03],1.000,,Cholesteryl Esters in HDL
