Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,1.17 [0.98-1.39],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,1.05 [0.88-1.25],1.000,,VLDL Cholesterol
Total-C,1.03 [0.86-1.23],1.000,,Total-Cholesterol
Remnant-C,1.03 [0.86-1.22],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,1.02 [0.86-1.21],1.000,,Total-Cholesterol Minus HDL-C
Clinical LDL-C,0.99 [0.83-1.18],1.000,,Clinical LDL Cholesterol
ApoB/ApoA1,0.98 [0.82-1.18],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Val,0.89 [0.74-1.09],1.000,,Valine
M-LDL-FC%,0.89 [0.75-1.06],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,0.88 [0.73-1.06],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
