Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"5.720 [0.333,11.107]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
DHA,"3.502 [-1.000,8.004]",1.000,,Docosahexaenoic Acid
M-LDL-FC%,"3.347 [-1.799,8.493]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LA,"1.747 [-2.790,6.284]",1.000,,Linoleic Acid
Omega-3,"1.359 [-3.063,5.781]",1.000,,Omega-3 Fatty Acids
Non-HDL-C,"-0.009 [-4.590,4.571]",1.000,,Total-Cholesterol Minus HDL-C
VLDL-CE,"-0.121 [-4.526,4.284]",1.000,,Cholesteryl Esters in VLDL
VLDL-C,"-0.520 [-4.944,3.904]",1.000,,VLDL Cholesterol
LDL-CE,"-0.565 [-5.080,3.949]",1.000,,Cholesteryl Esters in LDL
M-VLDL-TG%,"-2.263 [-6.830,2.305]",1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
