Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Clinical LDL-C,"10.105 [-0.666,20.875]",1.000,,Clinical LDL Cholesterol
M-LDL-FC%,"9.954 [-2.153,22.061]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-C,"9.458 [-1.216,20.132]",1.000,,LDL Cholesterol
ApoB,"7.123 [-3.437,17.682]",1.000,,Apolipoprotein B
HDL-C,"2.812 [-8.433,14.057]",1.000,,HDL Cholesterol
Omega-6,"-0.748 [-11.529,10.032]",1.000,,Omega-6 Fatty Acids
PUFA,"-0.818 [-11.676,10.041]",1.000,,Polyunsaturated Fatty Acids
MUFA,"-5.941 [-17.310,5.427]",1.000,,Monounsaturated Fatty Acids
MUFA%,"-9.705 [-21.583,2.173]",1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-TG%,"-9.872 [-20.762,1.018]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
