Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"17.761 [8.542,26.979]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"16.850 [8.045,25.656]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"15.920 [6.857,24.983]",1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
DHA,"4.266 [-3.443,11.974]",1.000,,Docosahexaenoic Acid
Omega-3%,"2.921 [-4.677,10.519]",1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Val,"-1.973 [-9.627,5.681]",1.000,,Valine
Total-BCAA,"-3.441 [-11.021,4.140]",1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Leu,"-5.648 [-13.251,1.955]",1.000,,Leucine
M-LDL-TG%,"-6.696 [-14.620,1.228]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
GlycA,"-22.923 [-31.062,-14.785]",0.008,**,Glycoprotein Acetyls
