Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-LDL-FC%,"16.068 [-4.643,36.779]",1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
M-LDL-FC%,"12.221 [-8.513,32.956]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-HDL-TG%,"10.682 [-9.861,31.226]",1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-C%,"3.982 [-16.528,24.492]",1.000,,Cholesterol to Total-Lipids in Large LDL percentage
L-LDL-PL%,"3.547 [-13.160,20.254]",1.000,,Phospholipids to Total-Lipids in Large LDL percentage
M-LDL-TG%,"-1.871 [-20.524,16.781]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-C,"-10.886 [-28.711,6.939]",1.000,,VLDL Cholesterol
HDL-CE,"-14.567 [-33.770,4.636]",1.000,,Cholesteryl Esters in HDL
LDL-CE,"-14.618 [-32.806,3.571]",1.000,,Cholesteryl Esters in LDL
Total-C,"-17.360 [-36.632,1.912]",1.000,,Total-Cholesterol
