Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"25.610 [-1.682,52.902]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"5.029 [-18.711,28.770]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-CE,"4.453 [-19.493,28.398]",1.000,,Cholesteryl Esters in LDL
Total-CE,"3.001 [-22.373,28.374]",1.000,,Total-Esterified Cholesterol
Total-C,"2.838 [-22.535,28.211]",1.000,,Total-Cholesterol
M-LDL-PL%,"-0.105 [-21.773,21.563]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Omega-3,"-14.055 [-37.510,9.400]",1.000,,Omega-3 Fatty Acids
Omega-6,"-21.037 [-45.338,3.264]",1.000,,Omega-6 Fatty Acids
PUFA,"-22.405 [-46.881,2.071]",1.000,,Polyunsaturated Fatty Acids
MUFA,"-30.028 [-55.652,-4.403]",1.000,,Monounsaturated Fatty Acids
