Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-FC%,"0.097 [0.065,0.129]",5.823e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.095 [0.063,0.126]",0.001,**,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-PL%,"0.086 [0.054,0.118]",0.025,*,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-CE%,"0.084 [0.052,0.116]",0.048,*,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XL-HDL-CE,"0.072 [0.050,0.095]",1.075e-04,***,Cholesteryl Esters in Very Large HDL
XL-HDL-C,"0.072 [0.050,0.095]",8.176e-05,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.071 [0.049,0.094]",1.995e-04,***,Total-Lipids in Very Large HDL
XL-HDL-P,"0.070 [0.047,0.092]",1.863e-04,***,Concentration of Very Large HDL Particles
XL-HDL-PL,"0.068 [0.045,0.091]",8.351e-04,***,Phospholipids in Very Large HDL
HDL-size,"0.068 [0.043,0.092]",0.015,*,Average Diameter for HDL Particles
XL-HDL-FC,"0.067 [0.045,0.089]",3.377e-04,***,Free Cholesterol in Very Large HDL
L-HDL-C,"0.067 [0.043,0.091]",0.017,*,Cholesterol in Large HDL
S-HDL-FC%,"0.066 [0.043,0.089]",0.003,**,Free Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-CE,"0.066 [0.042,0.091]",0.019,*,Cholesteryl Esters in Large HDL
M-LDL-PL%,"-0.010 [-0.032,0.012]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
MUFA%,"-0.065 [-0.092,-0.038]",0.598,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
GlycA,"-0.071 [-0.096,-0.046]",0.009,**,Glycoprotein Acetyls
XL-HDL-FC%,"-0.079 [-0.109,-0.050]",0.031,*,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"-0.100 [-0.129,-0.070]",7.275e-06,***,Phospholipids to Total-Lipids in Large HDL percentage
