Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"5280.397 [-2140.894,12701.689]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Phe,"4083.233 [-2396.082,10562.548]",1.000,,Phenylalanine
His,"2998.149 [-3565.675,9561.972]",1.000,,Histidine
Gly,"2673.166 [-3273.376,8619.709]",1.000,,Glycine
Tyr,"284.030 [-6181.989,6750.050]",1.000,,Tyrosine
ApoA1,"-850.095 [-7867.369,6167.180]",1.000,,Apolipoprotein A1
M-VLDL-C%,"-1051.396 [-8491.436,6388.645]",1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
ApoB/ApoA1,"-4519.857 [-11214.165,2174.451]",1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Clinical LDL-C,"-4822.666 [-11508.862,1863.530]",1.000,,Clinical LDL Cholesterol
ApoB,"-6193.718 [-12743.720,356.283]",1.000,,Apolipoprotein B
