Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-PL%,"0.059 [-0.021,0.139]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
VLDL-C,"0.049 [-0.031,0.130]",1.000,,VLDL Cholesterol
LDL-CE,"0.017 [-0.065,0.099]",1.000,,Cholesteryl Esters in LDL
Remnant-C,"0.015 [-0.067,0.097]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"0.009 [-0.073,0.092]",1.000,,Total-Cholesterol Minus HDL-C
SFA%,"-0.001 [-0.089,0.087]",1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Albumin,"-0.051 [-0.135,0.034]",1.000,,Albumin
M-LDL-FC%,"-0.120 [-0.211,-0.029]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Unsaturation,"-0.128 [-0.218,-0.038]",1.000,,Degree of Unsaturation
PUFA%,"-0.135 [-0.229,-0.040]",1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
