Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"3.650 [2.739,4.561]",9.516e-10,***,Creatinine
GlycA,"3.237 [2.433,4.041]",7.049e-10,***,Glycoprotein Acetyls
L-LDL-TG%,"3.033 [2.221,3.845]",5.708e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
IDL-TG%,"3.017 [2.206,3.829]",7.200e-08,***,Triglycerides to Total-Lipids in IDL percentage
XS-VLDL-TG,"2.916 [2.153,3.679]",1.615e-08,***,Triglycerides in Very Small VLDL
M-LDL-TG%,"2.765 [1.982,3.547]",1.002e-06,***,Triglycerides to Total-Lipids in Medium LDL percentage
IDL-TG,"2.747 [1.985,3.509]",3.685e-07,***,Triglycerides in IDL
L-LDL-TG,"2.728 [1.960,3.496]",7.877e-07,***,Triglycerides in Large LDL
M-LDL-TG,"2.726 [1.943,3.509]",2.034e-06,***,Triglycerides in Medium LDL
LDL-TG,"2.714 [1.938,3.491]",1.704e-06,***,Triglycerides in LDL
S-HDL-TG%,"2.672 [1.871,3.473]",1.449e-05,***,Triglycerides to Total-Lipids in Small HDL percentage
XS-VLDL-TG%,"2.564 [1.750,3.379]",1.571e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,"2.535 [1.677,3.393]",0.002,**,Triglycerides to Total-Lipids in Large HDL percentage
S-VLDL-TG,"2.421 [1.646,3.196]",2.093e-04,***,Triglycerides in Small VLDL
S-LDL-TG,"2.345 [1.550,3.140]",0.002,**,Triglycerides in Small LDL
XL-HDL-TG%,"2.340 [1.498,3.183]",0.012,*,Triglycerides to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,"2.332 [1.537,3.128]",0.002,**,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,"2.297 [1.494,3.100]",0.005,**,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG,"2.274 [1.496,3.051]",0.002,**,Triglycerides in Small HDL
S-LDL-TG%,"2.271 [1.476,3.067]",0.005,**,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-TG,"2.227 [1.470,2.984]",0.002,**,Triglycerides in Very Large HDL
HDL-TG,"2.014 [1.257,2.771]",0.042,*,Triglycerides in HDL
XXL-VLDL-PL%,"2.012 [1.276,2.748]",0.019,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-P,"2.004 [1.249,2.760]",0.046,*,Concentration of Small VLDL Particles
M-LDL-C%,"-2.232 [-2.997,-1.467]",0.002,**,Cholesterol to Total-Lipids in Medium LDL percentage
M-HDL-C%,"-2.242 [-3.076,-1.408]",0.032,*,Cholesterol to Total-Lipids in Medium HDL percentage
M-HDL-CE%,"-2.339 [-3.155,-1.523]",0.004,**,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
S-HDL-CE%,"-2.376 [-3.147,-1.606]",3.459e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-LDL-C%,"-2.410 [-3.185,-1.635]",2.563e-04,***,Cholesterol to Total-Lipids in Small LDL percentage
IDL-CE%,"-2.678 [-3.460,-1.897]",4.319e-06,***,Cholesteryl Esters to Total-Lipids in IDL percentage
L-LDL-FC%,"-2.800 [-3.610,-1.991]",2.747e-06,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-C%,"-2.833 [-3.744,-1.922]",2.497e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
IDL-C%,"-2.869 [-3.665,-2.073]",3.711e-07,***,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,"-2.915 [-3.755,-2.075]",2.418e-06,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-CE%,"-2.978 [-3.879,-2.078]",2.093e-05,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
XS-VLDL-CE%,"-3.086 [-3.930,-2.242]",1.811e-07,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Albumin,"-5.086 [-5.858,-4.314]",1.131e-32,***,Albumin
